release_id,title,artist_name,artist_id,primary_type,secondary_types,first_release_date,release_year
42e1a717-027a-3f7c-85a8-bc7010211690,Gypsy (original soundtrack of the 1993 TV-show),Bette Midler,ed333e8b-d18a-49fc-b361-4ec9731dfdba,Album,Soundtrack,1993,1993
d185ba13-5730-48aa-b8dc-566887bd653e,1993 ハドソン CD•ROM² 音楽全集,Various Artists,89ad4ac3-39f7-470e-963a-56509c546377,Album,Soundtrack,1993-05-21,1993
ddc45f15-ed00-45ae-aa79-fbf72426acd3,スーパーファミコンマガジン9月情報号特別付録 (1993),Various Artists,89ad4ac3-39f7-470e-963a-56509c546377,Album,"Compilation, Soundtrack",1993-09,1993
092b1f16-b003-422d-bb1a-6491d4e85019,スーパーファミコンマガジン8月情報号特別付録 (1993),Various Artists,89ad4ac3-39f7-470e-963a-56509c546377,Album,"Compilation, Soundtrack",1993-08,1993
5cc2bbfb-ef89-370b-b5c2-3a58f23a5236,My Fair Lady,Alan Jay Lerner,56b7ad8e-3c4f-4f14-914d-f2852d147c2e,Album,Soundtrack,1993,1993
67115599-1adc-31c6-b639-f0f91ba9aefc,"Hello, Dolly! (1994 Broadway revival cast)",Jerry Herman,dfbd1d7b-bd17-48a2-b1b6-b09d62b57832,Album,Soundtrack,1994-11-15,1994
450944ce-896d-375c-a1e9-e6015c7e206d,Miss Saigon (1995 studio cast),Claude‐Michel Schönberg,e605aaba-e920-456a-9c8a-0836c46d4764,Album,Soundtrack,1995-11-14,1995
f6ed670f-dfcd-3884-9cd8-ef12f029bffd,Miss Saigon (1995 Stuttgart cast),Claude‐Michel Schönberg,e605aaba-e920-456a-9c8a-0836c46d4764,Album,Soundtrack,1995-06-19,1995
564066a9-b874-4411-8fa1-1fe63088d937,Only Heaven Knows (1995 Australian Cast),Alex Harding,4e8d6758-cabe-4edd-9e79-0731f420e846,Album,Soundtrack,1995,1995
dce97df7-0e1f-3920-b43f-7cc932455c80,Victor/Victoria (1995 original Broadway cast),Henry Mancini,83e71a21-caf7-4e48-8ff7-6512d51e88a3,Album,Soundtrack,1995-12-05,1995
88c17dd6-3ee1-315f-afbc-3da25b3db3c5,Call Me Madam (1995 New York cast),Irving Berlin,5e645519-a175-4fe0-9a9b-eb9dc9f506b5,Album,Soundtrack,1995,1995
e05136e2-bc5d-30d4-bc8c-20ff7d2b362e,Fame: The Musical (1995 Original London Cast),Steve Margoshes,3a313697-ce02-460a-a2fb-fbda0817306f,Album,Soundtrack,1995-08-28,1995
1982327b-d8e9-3323-a6c9-ccacf8e84779,Forbidden Hollywood (1995 original Los Angeles cast),Gerard Alessandrini,2c9e5bd2-ac14-4cae-8cec-4a7c67147199,Album,Soundtrack,1995-11-14,1995
fd82d57f-e21d-4fc6-a8b2-e27efccda250,A Tale of Cinderella (1995 Television Cast),Will Severin,0f2d058c-0371-4efa-a346-5e1180151168,Album,Soundtrack,1995-10-10,1995
782e611d-4709-454c-a684-cebbd4c1e8ba,Musicalendar 1996,Lakki Patey,70671d54-cf07-4460-a16a-e16c3939cff4,Album,Soundtrack,1996,1996
913ffc0e-ba81-3b6c-b77b-597ef87dfd9d,Filmworks VI: 1996,John Zorn,7ec4a553-73e5-4c0d-a071-a82b83a309e6,Album,Soundtrack,1996,1996
92e2a6f0-1ea0-3d24-8bce-c5021822f4e0,Les Misérables (1996 Duisburg cast),Claude‐Michel Schönberg,e605aaba-e920-456a-9c8a-0836c46d4764,Album,Soundtrack,1996-09-16,1996
35b4073b-e32f-3f47-b876-1f4457ee5953,Les Misérables (1996 Chicago studio cast),Claude‐Michel Schönberg,e605aaba-e920-456a-9c8a-0836c46d4764,Album,Soundtrack,1996-05-21,1996
0a970f34-c8ff-30c4-b757-eafe35d0cd17,Heathcliff Live (1996 original Birmingham cast),Cliff Richard,b5c2fdfc-d037-45b8-84f9-09ebb7ff8aa1,Album,Soundtrack,1996-12-02,1996
b1668221-d893-4325-94d0-a00a689f70bf,1996 ハドソンゲーム音楽全集,Various Artists,89ad4ac3-39f7-470e-963a-56509c546377,Album,Soundtrack,1996-07-01,1996
8d7c1ccd-f7ae-3b1a-abe8-ccc332f34778,Steel Pier (1997 original Broadway cast),John Kander,3916e074-5c71-493a-8815-a78fc7d26ec2,Album,Soundtrack,1997,1997
8af0e290-db0e-3935-a363-815989ba3f6a,1997 Animation Best Collection Vol. 3,Various Artists,89ad4ac3-39f7-470e-963a-56509c546377,Album,"Compilation, Soundtrack",1997,1997
22d660b9-6672-4849-ac28-c6423dd9b2ea,The Manchurian Candidate: Complete Soundtrack Recording,David Amram,7b773416-4da4-4397-bf70-0bbc36b3c556,Album,Soundtrack,1997,1997
